session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,efficiency_score,ram_efficiency,high_ram_usage,anomaly_score,is_anomaly
526,858.214808,111,9,18,8,113,6982.070000000001,6982.07,42.79999999999999,62.90153153153154,775.7855555555557,367.4773684210527,137,0.131668667269139,0.0161843121022848,True,1.4239143989602294,True
575,666.73447,26,8,12,2,28,6982.070000000001,6982.07,42.8,268.54115384615386,872.7587500000001,537.0823076923077,40,0.0419957288243999,0.0040102720253449,True,0.12652469765397895,False
569,733.414495,13,1,1,0,14,6982.070000000001,6982.07,42.8,537.0823076923077,6982.070000000001,3491.0350000000003,14,0.0190887964383632,0.0020051360126724,True,0.04599069410225849,False
599,502.928376,13,2,2,0,14,6982.070000000001,6982.07,42.8,537.0823076923077,3491.0350000000003,2327.356666666667,15,0.0278369657949067,0.0020051360126724,True,0.014778103058806946,False
664,1106.164529,52,12,24,15,54,6982.070000000001,6982.07,42.8,134.27057692307693,581.8391666666668,279.2828,91,0.0488173310428036,0.0077340960488794,True,0.19575734762659353,False
13,119.159957,6,1,0,0,6,6982.07,6982.07,42.79999999999999,1163.6783333333333,6982.07,6982.07,6,0.0503524854410613,0.000859344005431,True,0.011760907444718083,False
15,37.920857,3,2,3,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,1745.5175,6,0.1054828481328889,0.0005728960036207,True,0.0029088407805982638,False
16,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0.00044708259133709893,False
17,165.36165,5,3,4,0,6,6982.07,6982.07,42.8,1396.414,2327.3566666666666,1396.414,9,0.0362841081955822,0.000859344005431,True,0.010388073160921338,False
18,2947.020593,36,2,6,0,37,6982.07,6982.07,42.8,193.9463888888889,3491.035,997.4385714285714,42,0.0125550530891726,0.0052992880334915,True,0.4506227768069742,True
19,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0.0004470827423434602,False
