session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,efficiency_score,ram_efficiency,high_ram_usage
168,25.51314,3,2,2,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,5,0.15678195627821584,0.0005728960036207027,True
169,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.00028644800181035137,True
170,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.00028644800181035137,True
171,1.0,2,1,1,0,3,6982.07,6982.07,42.8,3491.035,6982.07,3491.035,3,3.0,0.00042967200271552705,True
172,6.759539,3,1,1,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,6982.07,3491.035,4,0.591756331311943,0.0005728960036207027,True
174,109.275468,2,2,2,0,3,6982.07,6982.07,42.8,3491.035,3491.035,2327.3566666666666,4,0.02745355435128404,0.00042967200271552705,True
175,91.046238,2,1,0,0,2,6982.07,6982.07,42.8,3491.035,6982.07,6982.07,2,0.021966860398998582,0.00028644800181035137,True
176,2900.19973,33,6,11,5,35,6982.07,6982.07,42.8,211.57787878787877,1163.6783333333333,581.8391666666666,49,0.012068134355698324,0.005012840031681149,True
177,53.44248,4,2,3,4,6,6982.07,6982.07,42.8,1745.5175,3491.035,1745.5175,11,0.11227023895597658,0.0008593440054310541,True
178,716.276698,3,2,2,1,5,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,6,0.006980542594727827,0.0007161200045258785,True
179,130.289121,4,2,3,3,6,6982.07,6982.07,42.8,1745.5175,3491.035,1745.5175,10,0.046051427425011185,0.0008593440054310541,True
180,1.0,2,1,0,2,3,6982.07,6982.07,42.8,3491.035,6982.07,6982.07,4,3.0,0.00042967200271552705,True
181,4.112404,4,1,1,1,6,6982.07,6982.07,42.8,1745.5175,6982.07,3491.035,6,1.4590006234795998,0.0008593440054310541,True
